Registro,Dispositivo,Fecha de nacimiento,G√©nero,¬øQu√© tan satisfecho est√° con su vida actualmente?,¬øHasta qu√© punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¬øqu√© tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¬øQu√© aspecto cambiar√≠as en Tulu√° para mejorar tu bienestar y el de los dem√°s?</b>,¬øMejorar√≠as algo en tu Barrio?,¬øEn que barrio resides y que har√≠as para mejorarlo?,Duraci√≥n
2024-10-25 14:09:24,teléfono,1956-02-19,male,8,8,Feliz,"Servicios de medicina,sin tener que viajar a otro lado.mas eficiencia en la terminación de las obras publicas.tener  capacidad para aprovechar la margen del rio,con políticas que incluya entretenimiento,fuente de empleo y sentido de pertenencia por el afluente.se ha desperdiciado esa belleza natural",SI,Seguridad.en más iluminación y mejores implementos de máquinas biosaludables y control policial.,09:50
2024-10-25 15:12:35,computer,1996-07-09,male,10,9,Un poco ansioso,,SI,,00:30
2024-10-25 15:27:12,teléfono,1976-11-30,male,10,7,Neutral,La seguridad la movilidad y que las entidades de la alcaldía estén más con la comunidad,SI,Bosques de Maracaibo nos falta parques para nuestros niños seguridad y las vias,02:02
2024-10-25 16:09:13,teléfono,1962-03-19,male,8,9,Muy Feliz,"A veces pienso en la seguridad mía y de mi familia,eso es algo que crea un poco de ansiedad en mi",SI,"Alameda 1,y trataría de hacer campañas para que no tienen tanta basura en la transversal 12,también hay mucho perrito abandonado en la calle",03:02
2024-10-25 18:20:40,teléfono,1986-10-21,male,8,9,Un poco ansioso,"Es necesario crear espacios de esparcimiento, el paquete de la familia es un caos, el lago chilicote da miedo ir porque se volvió un centro de consumo, el estadio no está disponible, se necesitan parques y lugares adecuados para el esparcimiento familiar que provean seguridad y tranquilidad.",SI,"Sajonia, intervenir el lago chilicote.",02:37
2024-10-25 23:16:59,teléfono,1958-03-24,male,5,8,Un poco ansioso,Mayor compromiso por parte de la alcaldía y de la ciudadanía de mantener los parques y zonas verdes en perfecto estado a igual que las vías por dónde circulamos.,SI,"Las Acacias, más vigilancia para el lago y que la policía ambiental permanezca en el CAI para controlar y proteger este humedal",07:38
2024-10-26 05:16:15,teléfono,2002-05-28,female,3,6,Neutral,La inseguridad,SI,Fátima,08:33
2024-10-26 06:30:56,teléfono,1956-02-19,male,8,8,Feliz,Servicio medico.mas atención local.menos traslados a otros pueblos para.atención medicinal.,SI,Equipos biosaludables.iluminación y seguridad.,03:17
2024-10-26 07:00:44,teléfono,1974-03-24,female,7,10,Feliz,Q se pueda caminar por los andenes libremente si tener q vajarse ala calle,SI,Más presencia de las autoridades  de policía o militares  Barrio santa cruz,04:30
2024-10-26 07:06:41,teléfono,1960-06-06,male,8,8,Neutral,"La paz , la tranquilidad",SI,"La Villa , limpieza , camaras en buen estado",03:20
2024-10-26 07:44:22,teléfono,1956-02-19,male,8,9,Feliz,Tienen en la vieja ESTACIÓN la  oportunidad de hacer otra ESPECTACULAR obra de marca mayir.debe ser algo que produzca orgullo.,SI,Máquinas e instructores de guia.,04:18
2024-10-26 09:15:25,teléfono,1956-02-19,male,8,8,Feliz,"Mejorar fuentes de empleo.y recuperar espacio publico.no perder la posibilidad de hace una obra maestra,en la anterior estación del tren.fijar los ojos hacia las orillas del rio,aprovechar su  esplendor.mediante servicios y entretenimiento y darle vida al globo terrenal del sector de la estación San",SI,Equipamiento para trabajo fisico.iluminacion y seguridad.,06:06
2024-10-26 12:30:49,teléfono,1967-09-21,female,2,5,Un poco ansioso,Que haya buena oportunidad de adquirir vivienda para desplazados por la violencia.,NO,,02:21
2024-10-26 13:34:00,teléfono,1989-05-08,female,2,2,Un poco ansioso,Seguridad vial y oportunidades laborales,SI,"Barrio Popular, actividades en el parque para que sean ocupafos de nuevo por los niños y las familias",01:33
2024-10-26 13:33:21,teléfono,1979-03-11,male,9,10,Feliz,Mas presencia policial. Mucha delincuencia y a la vez sicariato. Tulua esta escaso de policias,SI,Vivo en el barrio el  paraiso . ser un veedor y terminar de darle un mejor aspecto a la cancha de futbol. Embellecerla.,03:50
2024-10-26 15:42:20,teléfono,1981-09-21,female,8,9,Neutral,La seguridad,NO,La maeina,01:16
2024-10-26 16:07:34,teléfono,1975-12-18,male,7,8,Neutral,La seguridad,SI,Victoria,01:02
2024-10-26 17:57:25,teléfono,1952-04-09,male,10,10,Muy Feliz,Más educación. Ad dinero para el ministerio de educacon lo que no vemos de los políticos que no lo dicen y el pueblo sin educación es un pueblo ciego sin esperanza % educación con cultura nacional % todo autóctono idiomas ancestros autóctono y español latinoamericano y caribeño menos inportacion de,SI,Barrio jasmin la cra40 lago este.mas control del ambiente redes de cloacas sr vrn respuestas  al ambiente rstudio para mejorar su calidad am,13:03
2024-10-26 19:00:14,teléfono,1966-02-04,male,,,Temo por mi vida,La seguridad y la extorsión. Trabajo para todos,SI,LA SEGURIDAD,02:36
2024-10-26 19:35:36,teléfono,1980-06-08,female,8,7,Un poco ansioso,Cultura vial y de espacio publico,SI,"El condor dos, mejoraria las luminarias, pavimentar la calle 13 c y traer juegos nuevos al parque",01:39
2024-10-26 20:11:40,teléfono,1975-10-21,female,2,5,Un poco ansioso,Ayuden más alas madres cabeza de hogar nesecitamos también la encuesta del sisben,SI,Las nieves,01:19
2024-10-26 22:36:40,teléfono,1970-04-28,female,9,9,Feliz,Cambiaría que no hubiera tanto asesinato en nuestra ciudad de la ciudad tuluá que todo fuera armonía paz y entre familias y amistades y vecinos,SI,Yo vivo en el barrio Rubén Cruz Vélez que hubiera mas espacios de recreación para los jóvenes y niños compartieran en familia,05:48
2024-10-27 03:40:32,teléfono,1969-04-10,female,8,8,Un poco ansioso,La inseguridad,SI,Jazmin Tendría que sacar del barrio varios focos de  personas que nos están quitando la tranquilidad,05:19
2024-10-27 05:42:58,teléfono,1959-02-24,female,3,4,Un poco ansioso,Seguridad,SI,Fatima reparar calles,01:41
2024-10-27 06:26:38,teléfono,1970-06-26,female,7,8,Muy Feliz,"Mayor inversión social buscando generar espacios positivos para evitar que nuestros niños jóvenes y adolescentes se involucren en actividades ilicitas onse relacionen mal ,generar espacios de paz amor y sana convivencia. Evitar tanto papeleo administrativo y ejecutar acciones que impacten",SI,"En la esperanza, generaría espacios de sano esparcimiento para la población",03:54
2024-10-27 07:08:00,teléfono,1985-07-21,male,3,3,Temo por mi vida,Mejores oportunidades de empleo y mayor seguridad en el municipio,SI,Salesianos,01:03
2024-10-27 07:08:39,teléfono,1966-01-02,male,2,2,Neutral,Un  empleo,SI,Señalizar las vias,04:20
2024-10-27 13:18:56,teléfono,1983-01-12,female,5,6,Feliz,Seguridad y fuentes de empleo,SI,Programas de formación y capacitación,01:07
2024-10-27 14:03:10,teléfono,1956-02-19,male,8,8,Feliz,Empleo.salud sin tener que salir de la ciudad.,SI,Iluminación y mayor entretenimiento en los parques.,03:00
2024-10-27 16:11:12,teléfono,1956-02-19,male,8,8,Feliz,Salud.y empleo directo del municipio.aprovechar los espacios públicos para generar empleo.y  puentes desde la harina al norte y sur y aprovechar ese emporio natural que es el RIO .,SI,"Más luz,espacios para ventas y seguridad",04:21
2024-10-27 19:39:44,teléfono,1967-07-23,female,3,6,Temo por mi vida,Que el al calde solucione lo de la bulla en los barrios,SI,La bulla de los vecinos,02:24
2024-10-27 20:18:52,teléfono,1992-01-13,female,7,8,Feliz,Mas seguridad para nuestras familias y  no más delincuencia en nuestra comunidad,SI,Villa  margarita parque mas iluminados para así no tener delincuentes escondidos,04:12
2024-10-27 20:47:36,teléfono,1975-07-13,female,8,10,Feliz,La seguridad de poder caminar por las calles sin estar asustado esperando un raponazo. Poderme sentar fuera de mi casa a refrescarme sin miedo a que vengan a robarme.,SI,"Panamericano. La iluminación es poca, falta señalización y preeencia de la autoridad. Aún se hace piques de motos por este lugar",02:10
2024-10-27 20:46:52,teléfono,1956-03-25,male,7,8,Neutral,"En la vía (la 40) a Buga, frente al costado del Colegio Gimnasio del Pacífico se han presentado muchos accidentes de tránsito, porque hay vehículos que giran a la  izquierda para entrar a ciudad Campestre.  Una rotonda o semáforo.  Pero los motocicletas no respetan semáforos.  Que tristeza.",NO,Miraflores  Limpieza en los alrededores del Colegio Gimnasio (llevan basuras),08:03
2024-10-27 21:57:33,teléfono,1983-04-09,female,5,9,Neutral,Mejores acciones del alcalde,SI,Pavimento,02:16
2024-10-27 22:10:42,teléfono,1981-07-14,male,8,7,Neutral,Que no extorsiónen tanto a la gente y que se ataque con contundencia a las bandas de la ciudad más empresas para nuestra ciudad,NO,Escobar,02:36
2024-10-28 00:32:23,teléfono,1956-09-01,male,6,,,,,,01:35
2024-10-28 01:52:41,teléfono,1980-02-29,female,7,7,Neutral,Inseguridad,NO,Villa campestre,03:08
2024-10-28 05:16:07,teléfono,1975-10-01,female,7,7,Muy Feliz,Nuevas fuentes de empleo,NO,Bolivar,01:00
2024-10-28 05:15:21,teléfono,1978-01-11,female,4,4,Un poco ansioso,La inseguridad y falta de oportunidad laboral,SI,Corregimiento de Nariño tantas cosas que hay para hacer por este lugar los jóvenes son más los metidos en las drogas,03:04
2024-10-28 06:27:37,teléfono,1992-02-28,female,7,9,Muy Feliz,M,SI,Aguaclara. Mejoraría la vía de la carrilera,00:54
2024-10-28 09:48:22,teléfono,1971-11-01,female,10,10,Feliz,"Se que en materia de seguridad hemos mejorado significativamente, acá en la galería muchísimos habitantes de calle que hacen que las ventas hayan mermado por qué en mi cuadra ( calle 27 A entre CRA 21-22) mantienen mañana ,tarde y noche fumando y vendiendo !! Cómo institutos gratuitos para ellos !!",NO,"Villa del sur ! Pues mi cuadra es bien , solo uno que otro vecino ruidoso ( y bastante ) los fines de semana ! De resto todo excelente!",03:42
2024-10-28 10:02:57,computer,1998-05-09,female,7,9,Neutral,"la igualdad para campesinos y gente de ciudad, la capacidad de adquirir vivienda digna, correctivos judiciales para las cosas que debe el alcalde y su gabinete, la no corrupción en licitaciones y contratos",NO,,02:35
2024-10-28 10:05:08,teléfono,1949-05-23,male,10,10,Muy Feliz,"Ante todo la seguridad la gente está abandonando la ciudad por muchos motivos extorcion,intolerancia, carestia,abandono,crecimiento delincuencia y aumento habitantes de la calle etc etc etc",SI,En mi Barrio Céspedes aparte del caos total que representa la Cra 30 han crecido demasiado talleres de autos y motos en la calle y andenes.,10:48
2024-10-28 12:32:52,teléfono,1980-08-16,female,6,5,Un poco ansioso,"Que se pudiera trabajar tranquilamente la cuidad se siente muy intranquila con tantos homicidios, estorciones poco trabajo",NO,Santa Isabel,01:21
2024-10-28 13:49:52,teléfono,1961-05-11,female,4,7,Un poco ansioso,Seguridad y bienestar en los parques,SI,Cuidado con el humedal del lago chillicotte. Más protección a la fauna y flora,02:24
2024-10-28 16:38:23,teléfono,1997-06-27,female,1,,Temo por mi vida,La inseguridad,SI,Nuevo farfán cambiaría la limpieza,01:27
2024-10-28 17:51:21,teléfono,1980-02-04,male,6,,Feliz,En Tuluá toca combatir cien por ciento todo tipo de delincuencia incluida la corrupción,SI,"Barrio Rubén cruz Vélez, mejoramiento de caseta comunal y la atención al usuario en el hospitalito Rubén cruz",06:18
2024-10-28 19:06:04,teléfono,1965-01-24,male,10,10,Muy Feliz,"Tulua no debe cambiar, ni nada debe cambiar; son las personas las que deben trabajar en si mismos. Los tesoros están dentro de cada Ser humano",NO,Ya vamos vo en veteda,04:39
2024-10-28 19:50:34,teléfono,1952-04-28,female,9,9,Muy Feliz,K se preocupen más por los adultos mayores y los niños,SI,Fatima k en el parque de la flia coloquen aparatos para k podamos hacer ejercicios los mayores,03:22
2024-10-28 20:16:00,teléfono,1958-04-17,male,9,10,Feliz,"Que la autoridad de transito hagan cumplir  con las normas que reglamentan la circulación de motos y carros,porque  la mayoría  no respetan  estas normas.",SI,"La seguridad del barrio Popular. Colocar cámaras en la casa,para observar y grabar los incidentes qué ocurran.",05:22
2024-10-28 20:31:33,teléfono,1990-03-22,female,5,4,Temo por mi vida,"El ruido de los vecinos con equipos de sonido a todos volumen, la seguridad vial.",SI,"Barrio la santa Cruz, mejoraría el ruido los vecinos no respetan ponen el equipo a todo volumen y no limpian el popo de las mascotas",02:17
2024-10-28 21:48:51,teléfono,1987-01-11,female,7,7,Feliz,Más transporte público y menos motoraton,SI,Portal de San Felipe  Más seguridad  Que haya control de equinos,01:17
2024-10-28 23:02:26,teléfono,1981-01-16,female,9,8,Feliz,Seguridad para salir hacer deporte a los alrededores,SI,Senderos de villa Liliana,01:12
2024-10-29 00:33:48,teléfono,1984-11-02,female,5,7,Neutral,Dejar trabajar a las personas que se rebuscan en la calle,SI,Tomas uribe hay muchos chirretes locos en las calles,02:08
2024-10-29 01:11:06,teléfono,1985-05-23,female,5,5,Un poco ansioso,"La inseguridad nos está matando, sino son las extorsiones, son los crímenes, o el miedo generalizado que hay en la gente, desempleo, falta de oportunidades, y a eso le sumamos la falta de cultura, especialmente en el tema del tráfico, salir en cualquier vehículo o hasta a pie es arriesgar la vida.",SI,"San Pedro Claver. Más presencia de la policía, mucho habitante de calle y robos en las casas",03:54
2024-10-29 02:05:11,teléfono,1988-09-01,female,8,9,Feliz,Traer empresa privada para así facilitar empleos,NO,"El popular, y que le cambiaría la casona",03:52
2024-10-29 05:06:08,teléfono,1959-03-29,female,10,10,Muy Feliz,"Que no hayan huecos en las calles, que los vendedores de la calle sean reubicados, que dejen trabajar los extorsionadores y que el alcalde por fin de la cara a su pueblo.",NO,El lago.,03:49
2024-10-29 07:58:16,teléfono,1974-04-05,male,9,9,Un poco ansioso,La.inseguridad,SI,Barrio AVE Cali,01:58
2024-10-29 08:46:55,teléfono,1989-07-05,female,8,8,Neutral,"Regulación y control social, incremento de la seguridad. Caminar en Tuluá es una eterna sensación de inseguridad",SI,El Palmar. Planes y programas para la ocupación del tiempo libre en los jóvenes,01:38
2024-10-29 11:56:27,teléfono,1961-09-07,female,6,7,Un poco ansioso,Más beneficios para las personas solas de la tercera edad.,NO,Nuevo principe... Nadie socializa con nadie,01:44
2024-10-29 13:22:16,teléfono,1967-04-05,male,,,Temo por mi vida,,SI,LA SEGURIDAD...TODO TULUA ESTA EN MANOS DE LA DELINCUENCIA,01:43
2024-10-29 13:38:11,teléfono,1974-10-18,female,8,8,Muy ansioso,Erradicar la extorsión y los asesinatos,SI,"La villa.   Normas claras de convivencia  0 ruido, levantar popo de mascotas",02:17
2024-10-29 13:36:46,teléfono,1948-06-20,male,10,10,Un poco ansioso,"Cultura ciudadana.  Respeto a las autoridades, a las reglas sociales, educación y cultura , respeto a los demas .",NO,Las Delicias.  Respeto a las normas de tránsito.,05:54
2024-10-29 14:11:01,teléfono,1967-03-29,female,10,10,Muy Feliz,Los consumidores de alucinogenos,SI,"Urbanización la villa , el consumo de drogas",02:14
2024-10-29 16:16:06,computer,1990-01-29,male,5,5,Un poco ansioso,"Mas Zonas Verdes, Ejemplo Boulevard del Lago, organizando la zona verde con plantas endémicas hasta la antigua terminal, generación de empleo, puede ser a través de recuperar la empresa publica o la creación de una ZF. mas espacios para la practica deportiva.",SI,"Príncipe, El parque del príncipe ya es obsoleto, se podría crear unos reductores de velocidad en este para evitar los piques que se realizan",03:16
2024-10-29 16:31:00,teléfono,1977-07-03,male,10,10,Feliz,,,,01:51
2024-10-29 18:18:38,teléfono,1959-01-17,male,4,4,Un poco ansioso,,SI,Más seguridad y controlar tanto consumidor de estupefacientes en los parques también controlar a los dueños de los perros que hacen popo y n,04:18
2024-10-29 18:25:00,teléfono,1962-12-13,female,9,9,Feliz,Seguridad,SI,ALVERNIA. Mejorar la presencia de las entidades oficiales. Aprovechar los parques para actividades culturales y restaurarlos.,07:45
2024-10-29 18:50:41,teléfono,1977-09-17,female,6,7,Un poco ansioso,Seguridad  y generacion de empleo,SI,Trinidad  -   seguridad,01:19
2024-10-29 19:06:56,teléfono,1993-01-13,female,5,5,Muy ansioso,"Empleabilidad,par auna mejor calidad de vida",NO,El victoria  Apoyo a los emprendimientos,03:24
2024-10-29 19:32:03,teléfono,1965-12-20,female,8,10,Feliz,Seguridad y programas para la gente menos favorecidas,SI,Corregimiento Nariño,01:42
2024-10-29 19:41:50,computer,2005-09-02,male,5,8,Neutral,mejores oportunidades de trabajo,SI,portales del rio  yo mejoraría la seguridad en el barrio,03:43
2024-10-29 20:38:00,teléfono,1941-10-02,male,2,9,Neutral,,SI,,02:55
2024-10-29 21:09:20,teléfono,1969-09-01,male,7,9,Neutral,"Eliminar la extorsión con más seguridad, hacer mas parques, mejorar la movilidad con mejores vías",SI,Casas huertas  no tenemos ningún parque para la familia las chatarrerías generan plagas y la ladrillera contaminación   deben ser reubicados,06:06
2024-10-29 21:18:27,teléfono,1955-07-02,male,3,6,Un poco ansioso,,SI,,00:29
2024-10-30 00:10:15,teléfono,1998-02-14,female,8,8,Un poco ansioso,"La seguridad de Tulua, más espacios de esparcimiento",SI,Aguaclara  Pavimentar toda la carrilera,01:14
2024-10-30 04:18:33,teléfono,1981-06-20,male,2,2,Un poco ansioso,Seguridad,SI,Sajonia seguridad y normalizar tarifas de servicios publicos,02:14
2024-10-30 05:02:02,teléfono,1969-09-17,female,5,5,Muy ansioso,Salir de deudas no ser más esclava de los gota gota que amenazan y cobran lo que les da la gana,SI,La Paz  espacios para capacitación  de niños jóvenes y adolescentes para que ocupen el tiempo libre,03:24
2024-10-30 07:05:53,teléfono,1986-03-16,female,9,7,Feliz,Seguridad para tener más tranquilidad,SI,"Barrio Popular, más presencia de lapolicía, se ve mucho consumidor de vicio por esta zona que viene de la casona",01:41
2024-10-30 07:01:19,teléfono,1963-07-25,female,1,3,Muy feliz,"La seguridad, respeto por el transeúnte, evitar invasión de espacio público por vendedores, vehículos (carros, motos, vendedores)",SI,"Nuevo príncipe,   falta acciones para  basuras sacadas frente a su casa, policía atienda alto volumen de equipos de sonido",08:56
2024-10-30 07:14:48,teléfono,1980-12-11,male,10,9,Neutral,"Más señalización para vehículos, tapar muchos huecos y más espacios deportivos tanto para jóvenes como para adultos.  Me falto mejorar los parques, más recipientes para depositar basura en los parques y las calles.  Esto me aria muy feliz",SI,"El estado de los parques, más señalización  Soy del barrio la esperanza de tulua",05:13
2024-10-30 07:34:43,teléfono,1968-03-13,female,5,4,Neutral,La educación desde la Flia y la manera de buscar de DIOS. Enseñamos Valores y Principios a nuestros hijos . También enseñándoles el respecto y el Temor por Dios.,SI,Barrio Rubén Cruz .  Mejoraria  el Ruido y la contaminación.  debido al alto fluido vehicular .,07:56
2024-10-30 08:07:54,teléfono,1987-06-04,female,5,7,Un poco ansioso,Cambiaría la inseguridad el temor que ya da salir a la calle y por su puesto las pocas oportunidades de empleo para las que somos mamás y queremos seguir adelante con nuestras vidas,SI,"San Antonio,mejoraría la cancha deportiva y como queda cerca el parque de los sueños,haría un control de ese parque para q dejen tanto consu",03:19
2024-10-30 10:12:07,teléfono,1965-11-01,male,10,10,Neutral,Nuestro comportamiento en las vias mas toleramcia,SI,Panamericano,11:00
2024-10-30 13:55:43,teléfono,1975-12-10,male,10,8,Feliz,La  inseguridad . No me siento seguro  en ninguna parte..,SI,En el barrio la santa cruz . Mucho consumo y venta de estupefacientes  y falta pavimentación en la parte baja del barrio.,03:24
2024-10-30 15:11:51,teléfono,1955-04-11,male,10,10,Neutral,La policia el ejército y lavdroga,SI,,01:39
2024-10-30 15:37:15,teléfono,1993-09-02,female,10,10,Feliz,Que la via hacia mategudua le hicieran mantenimiento vajo  y subo todos los días a trabajo en la escuelita de halli y cada vez más dañada la via sufre mucho los vehículos por tanta piedras y huecos y todos los que transitamos diariamente,SI,Corregimiento mategudua. Ayudar a seguir conservando la hermosa naturaleza con toda su diversidad que nos rodea,11:29